"production","date","capacity","gross","nominations","wins","type","year"
"peter-and-the-starcatcher-491597",2012-12-16,63,330938,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-12-23,66,402773,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-12-30,94,768302,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2013-01-13,75,412975,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-09-30,69,340839,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2013-01-20,76,502223,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-10-14,68,372904,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2013-01-06,79,519744,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-10-28,69,324351,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-11-04,50,185508,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-11-11,53,268425,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-10-21,74,413479,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-11-25,70,540463,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-12-02,62,289982,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-12-09,70,341942,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-08-12,75,474252,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-08-19,68,429784,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-08-26,62,368042,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-10-07,71,422517,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-09-09,71,347198,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-09-16,78,373814,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-09-23,63,294536,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-04-15,89,310236,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-04-22,67,315518,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-11-18,65,310496,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-07-22,70,493268,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-07-29,69,470317,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-08-05,73,493926,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-05-20,74,417154,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-05-27,78,463652,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-06-17,80,573367,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-09-02,66,396386,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-06-03,66,424628,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-06-10,80,541177,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-04-29,62,302416,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-06-24,93,661701,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-07-01,96,687525,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-07-08,81,520608,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-05-06,67,286477,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-05-13,71,370039,9,5,"Play","2012"
"peter-and-the-starcatcher-491597",2012-07-15,76,517681,9,5,"Play","2012"
"peter-pan-12557",1999-06-20,72,441267,0,0,"Musical","1999"
"peter-pan-12557",1999-06-06,55,165634,0,0,"Musical","1999"
"peter-pan-12557",1999-06-13,64,391498,0,0,"Musical","1999"
"peter-pan-12557",1998-11-29,93,652741,0,0,"Musical","1999"
"peter-pan-12557",1998-12-06,84,601004,0,0,"Musical","1999"
"peter-pan-12557",1999-06-27,76,542850,0,0,"Musical","1999"
"peter-pan-12557",1999-07-04,78,433579,0,0,"Musical","1999"
"peter-pan-12557",1999-07-11,75,475645,0,0,"Musical","1999"
"peter-pan-12557",1999-07-18,72,473441,0,0,"Musical","1999"
"peter-pan-12557",1999-07-25,76,501642,0,0,"Musical","1999"
"peter-pan-12557",1999-08-01,75,497592,0,0,"Musical","1999"
"peter-pan-12557",1999-08-08,83,536870,0,0,"Musical","1999"
"peter-pan-12557",1999-08-15,77,520354,0,0,"Musical","1999"
"peter-pan-12557",1999-08-22,80,526954,0,0,"Musical","1999"
"peter-pan-12557",1999-08-29,82,572314,0,0,"Musical","1999"
"peter-pan-12557",1998-11-22,77,337479,0,0,"Musical","1999"
"peter-pan-12557",1999-05-30,77,332137,0,0,"Musical","1999"
"peter-pan-12557",1999-01-03,100,788907,0,0,"Musical","1999"
"peter-pan-12557",1998-12-13,84,626248,0,0,"Musical","1999"
"peter-pan-12557",1998-12-20,86,653635,0,0,"Musical","1999"
"peter-pan-12557",1998-12-27,94,716562,0,0,"Musical","1999"
"peter-pan-12557",1999-05-02,69,430785,0,0,"Musical","1999"
"peter-pan-12557",1999-04-11,79,600260,0,0,"Musical","1999"
"peter-pan-12557",1999-04-18,67,398152,0,0,"Musical","1999"
"peter-pan-12557",1999-04-25,70,452042,0,0,"Musical","1999"
"peter-pan-12557",1999-05-09,68,418955,0,0,"Musical","1999"
"peter-pan-12557",1999-05-16,67,364918,0,0,"Musical","1999"
"peter-pan-12557",1999-05-23,70,353102,0,0,"Musical","1999"
"peter-pan-3807",1980-06-29,89,187566,2,0,"Musical","1980"
"peter-pan-3807",1980-06-08,67,140515,2,0,"Musical","1980"
"peter-pan-3807",1980-06-15,74,156926,2,0,"Musical","1980"
"peter-pan-3807",1980-06-22,84,176828,2,0,"Musical","1980"
"peter-pan-3807",1980-10-05,64,142937,2,0,"Musical","1980"
"peter-pan-3807",1980-10-12,66,152232,2,0,"Musical","1980"
"peter-pan-3807",1980-07-06,79,162834,2,0,"Musical","1980"
"peter-pan-3807",1980-07-13,82,170282,2,0,"Musical","1980"
"peter-pan-3807",1980-07-20,79,172160,2,0,"Musical","1980"
"peter-pan-3807",1980-07-27,83,172616,2,0,"Musical","1980"
"peter-pan-3807",1980-08-03,88,185947,2,0,"Musical","1980"
"peter-pan-3807",1980-08-10,86,180840,2,0,"Musical","1980"
"peter-pan-3807",1980-08-17,81,171931,2,0,"Musical","1980"
"peter-pan-3807",1980-08-24,91,202374,2,0,"Musical","1980"
"peter-pan-3807",1980-08-31,90,197492,2,0,"Musical","1980"
"peter-pan-3807",1980-09-07,63,139221,2,0,"Musical","1980"
"peter-pan-3807",1980-09-28,67,147931,2,0,"Musical","1980"
"peter-pan-3807",1981-01-04,101,257676,2,0,"Musical","1980"
"peter-pan-3807",1980-11-09,74,169685,2,0,"Musical","1980"
"peter-pan-3807",1980-10-19,75,172302,2,0,"Musical","1980"
"peter-pan-3807",1980-10-26,69,154531,2,0,"Musical","1980"
"peter-pan-3807",1980-11-02,63,134038,2,0,"Musical","1980"
"peter-pan-3807",1980-12-07,73,169036,2,0,"Musical","1980"
"peter-pan-3807",1980-11-16,77,183005,2,0,"Musical","1980"
"peter-pan-3807",1980-11-23,69,148841,2,0,"Musical","1980"
"peter-pan-3807",1980-11-30,96,231238,2,0,"Musical","1980"
"peter-pan-3807",1980-12-14,85,192272,2,0,"Musical","1980"
"peter-pan-3807",1980-12-21,94,223141,2,0,"Musical","1980"
"peter-pan-3807",1980-12-28,100,248071,2,0,"Musical","1980"
"peter-pan-goes-wrong-536073",2023-05-28,72,538877,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-06-04,69,473344,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-06-11,69,499763,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-06-18,79,609616,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-06-25,83,645929,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-07-02,76,554814,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-07-09,74,511603,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-07-16,64,447670,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-07-23,75,550082,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-03-19,80,364147,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-03-26,76,474263,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-04-02,75,449083,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-04-09,85,590710,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-04-16,95,903540,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-04-23,90,817912,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-04-30,92,988560,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-05-07,78,683445,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-05-14,64,463335,3,1,"Play","2023"
"peter-pan-goes-wrong-536073",2023-05-21,67,482748,3,1,"Play","2023"
"picnic-4603",1994-04-03,92,73853,2,0,"Play","1994"
"picnic-4603",1994-04-24,92,98989,2,0,"Play","1994"
"picnic-4603",1994-05-29,98,119804,2,0,"Play","1994"
"picnic-4603",1994-04-17,97,103178,2,0,"Play","1994"
"picnic-4603",1994-05-15,98,111144,2,0,"Play","1994"
"picnic-4603",1994-05-22,100,120770,2,0,"Play","1994"
"picnic-4603",1994-05-01,96,104093,2,0,"Play","1994"
"picnic-4603",1994-04-10,91,102918,2,0,"Play","1994"
"picnic-4603",1994-05-08,93,105169,2,0,"Play","1994"
"pippin-493954",2014-06-29,90,627679,10,4,"Musical","2013"
"pippin-493954",2014-12-21,80,512514,10,4,"Musical","2013"
"pippin-493954",2014-06-15,82,565734,10,4,"Musical","2013"
"pippin-493954",2014-06-22,89,635836,10,4,"Musical","2013"
"pippin-493954",2013-06-02,96,888684,10,4,"Musical","2013"
"pippin-493954",2013-06-09,100,931349,10,4,"Musical","2013"
"pippin-493954",2014-12-28,83,778718,10,4,"Musical","2013"
"pippin-493954",2015-01-04,100,907253,10,4,"Musical","2013"
"pippin-493954",2014-06-01,70,488036,10,4,"Musical","2013"
"pippin-493954",2013-07-28,101,1079397,10,4,"Musical","2013"
"pippin-493954",2014-06-08,76,548081,10,4,"Musical","2013"
"pippin-493954",2013-07-21,101,1037961,10,4,"Musical","2013"
"pippin-493954",2014-05-11,86,615001,10,4,"Musical","2013"
"pippin-493954",2014-05-18,84,598091,10,4,"Musical","2013"
"pippin-493954",2013-08-04,101,1043942,10,4,"Musical","2013"
"pippin-493954",2013-08-11,101,1057057,10,4,"Musical","2013"
"pippin-493954",2013-08-18,100,1023367,10,4,"Musical","2013"
"pippin-493954",2014-07-06,83,550166,10,4,"Musical","2013"
"pippin-493954",2014-07-13,75,536051,10,4,"Musical","2013"
"pippin-493954",2013-06-16,101,1009392,10,4,"Musical","2013"
"pippin-493954",2013-06-23,102,1038619,10,4,"Musical","2013"
"pippin-493954",2013-06-30,101,1067517,10,4,"Musical","2013"
"pippin-493954",2013-07-07,101,1035398,10,4,"Musical","2013"
"pippin-493954",2013-07-14,101,1044078,10,4,"Musical","2013"
"pippin-493954",2014-08-24,92,614901,10,4,"Musical","2013"
"pippin-493954",2014-08-31,94,608962,10,4,"Musical","2013"
"pippin-493954",2014-09-07,80,492718,10,4,"Musical","2013"
"pippin-493954",2014-09-14,90,552516,10,4,"Musical","2013"
"pippin-493954",2014-09-21,74,509482,10,4,"Musical","2013"
"pippin-493954",2014-09-28,72,444549,10,4,"Musical","2013"
"pippin-493954",2014-10-05,65,402674,10,4,"Musical","2013"
"pippin-493954",2014-10-12,87,589427,10,4,"Musical","2013"
"pippin-493954",2014-07-20,92,626694,10,4,"Musical","2013"
"pippin-493954",2014-07-27,97,676450,10,4,"Musical","2013"
"pippin-493954",2014-08-03,92,615505,10,4,"Musical","2013"
"pippin-493954",2014-08-10,88,627328,10,4,"Musical","2013"
"pippin-493954",2014-08-17,88,596032,10,4,"Musical","2013"
"pippin-493954",2014-11-23,63,367437,10,4,"Musical","2013"
"pippin-493954",2014-11-30,86,670217,10,4,"Musical","2013"
"pippin-493954",2014-12-07,72,464138,10,4,"Musical","2013"
"pippin-493954",2014-12-14,73,468537,10,4,"Musical","2013"
"pippin-493954",2014-02-23,89,675859,10,4,"Musical","2013"
"pippin-493954",2014-03-02,76,541791,10,4,"Musical","2013"
"pippin-493954",2014-03-09,77,608988,10,4,"Musical","2013"
"pippin-493954",2014-03-16,89,699835,10,4,"Musical","2013"
"pippin-493954",2014-03-23,93,730892,10,4,"Musical","2013"
"pippin-493954",2014-03-30,93,774699,10,4,"Musical","2013"
"pippin-493954",2014-04-06,81,615583,10,4,"Musical","2013"
"pippin-493954",2014-04-13,80,630280,10,4,"Musical","2013"
"pippin-493954",2014-04-20,99,882705,10,4,"Musical","2013"
"pippin-493954",2014-04-27,89,682229,10,4,"Musical","2013"
"pippin-493954",2014-05-04,72,538721,10,4,"Musical","2013"
"pippin-493954",2013-10-20,100,957303,10,4,"Musical","2013"
"pippin-493954",2013-10-27,97,904108,10,4,"Musical","2013"
"pippin-493954",2014-05-25,94,694545,10,4,"Musical","2013"
"pippin-493954",2013-03-24,99,199935,10,4,"Musical","2013"
"pippin-493954",2013-03-31,98,728161,10,4,"Musical","2013"
"pippin-493954",2013-08-25,99,1003459,10,4,"Musical","2013"
"pippin-493954",2013-09-01,99,990567,10,4,"Musical","2013"
"pippin-493954",2013-09-08,87,802535,10,4,"Musical","2013"
"pippin-493954",2013-09-15,96,843779,10,4,"Musical","2013"
"pippin-493954",2013-09-22,101,962677,10,4,"Musical","2013"
"pippin-493954",2013-09-29,98,888583,10,4,"Musical","2013"
"pippin-493954",2013-10-06,96,894252,10,4,"Musical","2013"
"pippin-493954",2013-10-13,101,989455,10,4,"Musical","2013"
"pippin-493954",2014-02-02,86,614740,10,4,"Musical","2013"
"pippin-493954",2014-02-09,81,624252,10,4,"Musical","2013"
"pippin-493954",2013-11-03,92,779078,10,4,"Musical","2013"
"pippin-493954",2013-11-10,92,846955,10,4,"Musical","2013"
"pippin-493954",2013-11-17,88,764960,10,4,"Musical","2013"
"pippin-493954",2013-11-24,86,742778,10,4,"Musical","2013"
"pippin-493954",2013-12-01,101,1070681,10,4,"Musical","2013"
"pippin-493954",2014-10-19,80,536740,10,4,"Musical","2013"
"pippin-493954",2014-10-26,75,478032,10,4,"Musical","2013"
"pippin-493954",2014-11-02,63,377838,10,4,"Musical","2013"
"pippin-493954",2014-11-09,70,449207,10,4,"Musical","2013"
"pippin-493954",2014-11-16,66,397603,10,4,"Musical","2013"
"pippin-493954",2014-01-26,89,720127,10,4,"Musical","2013"
"pippin-493954",2013-05-26,100,934760,10,4,"Musical","2013"
"pippin-493954",2014-01-12,93,785586,10,4,"Musical","2013"
"pippin-493954",2014-02-16,79,717058,10,4,"Musical","2013"
"pippin-493954",2013-04-14,92,643388,10,4,"Musical","2013"
"pippin-493954",2013-04-21,101,683911,10,4,"Musical","2013"
"pippin-493954",2013-04-28,100,713712,10,4,"Musical","2013"
"pippin-493954",2013-04-07,95,661104,10,4,"Musical","2013"
"pippin-493954",2013-05-12,101,861233,10,4,"Musical","2013"
"pippin-493954",2013-05-19,101,869274,10,4,"Musical","2013"
"pippin-493954",2014-01-05,98,1026769,10,4,"Musical","2013"
"pippin-493954",2013-05-05,99,785386,10,4,"Musical","2013"
"pippin-493954",2014-01-19,89,768965,10,4,"Musical","2013"
"pippin-493954",2013-12-22,90,831288,10,4,"Musical","2013"
"pippin-493954",2013-12-29,101,1245604,10,4,"Musical","2013"
"pippin-493954",2013-12-08,92,876605,10,4,"Musical","2013"
"pippin-493954",2013-12-15,91,844011,10,4,"Musical","2013"
"play-me-a-country-song-4178",1982-06-27,31,25676,0,0,"Musical","1983"
"play-me-a-country-song-4178",1982-06-20,30,18423,0,0,"Musical","1983"
"play-me-a-country-song-4178",1982-06-13,21,15179,0,0,"Musical","1983"
"play-on-4738",1997-05-04,61,118667,3,0,"Musical","1997"
"play-on-4738",1997-05-11,73,140424,3,0,"Musical","1997"
"play-on-4738",1997-03-16,81,149772,3,0,"Musical","1997"
"play-on-4738",1997-03-23,82,143718,3,0,"Musical","1997"
"play-on-4738",1997-03-09,86,151471,3,0,"Musical","1997"
"play-on-4738",1997-04-20,71,121013,3,0,"Musical","1997"
"play-on-4738",1997-04-27,77,121573,3,0,"Musical","1997"
"play-on-4738",1997-03-30,80,182795,3,0,"Musical","1997"
"play-on-4738",1997-04-06,72,153810,3,0,"Musical","1997"
"play-on-4738",1997-04-13,62,119449,3,0,"Musical","1997"
"plaza-suite-524089",2022-05-29,99,1644056,1,0,"Play","2022"
"plaza-suite-524089",2022-06-05,99,1576900,1,0,"Play","2022"
"plaza-suite-524089",2022-06-12,100,1708387,1,0,"Play","2022"
"plaza-suite-524089",2022-06-19,100,1596307,1,0,"Play","2022"
"plaza-suite-524089",2022-06-26,100,1597735,1,0,"Play","2022"
"plaza-suite-524089",2022-07-03,100,1045851,1,0,"Play","2022"
"plaza-suite-524089",2022-07-10,100,1430342,1,0,"Play","2022"
"plaza-suite-524089",2022-02-27,100,720823,1,0,"Play","2022"
"plaza-suite-524089",2022-03-06,97,1607753,1,0,"Play","2022"
"plaza-suite-524089",2022-03-13,99,1578282,1,0,"Play","2022"
"plaza-suite-524089",2022-03-20,100,1657090,1,0,"Play","2022"
"plaza-suite-524089",2022-03-27,100,1567493,1,0,"Play","2022"
"plaza-suite-524089",2022-04-03,99,1383563,1,0,"Play","2022"
"plaza-suite-524089",2022-04-10,92,547536,1,0,"Play","2022"
"plaza-suite-524089",2022-04-17,92,917819,1,0,"Play","2022"
"plaza-suite-524089",2022-04-24,99,1684725,1,0,"Play","2022"
"plaza-suite-524089",2022-05-01,99,1656074,1,0,"Play","2022"
"plaza-suite-524089",2022-05-08,99,1668783,1,0,"Play","2022"
"plaza-suite-524089",2022-05-15,99,1619811,1,0,"Play","2022"
"plaza-suite-524089",2022-05-22,99,1647507,1,0,"Play","2022"
"porgy-and-bess-4861",1983-04-10,50,462092,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-10,50,462092,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-17,54,613876,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-17,54,613876,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-24,57,668931,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-24,57,668931,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-08,63,925454,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-08,63,925454,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-03,66,840269,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-03,66,840269,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-20,51,159914,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-20,51,159914,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-01,55,520964,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-01,55,520964,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-27,59,765232,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-27,59,765232,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-10,50,462092,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-10,50,462092,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-15,72,870676,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-15,72,870676,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-27,59,765232,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-27,59,765232,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-03,66,840269,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-03,66,840269,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-15,72,870676,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-15,72,870676,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-08,63,925454,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-08,63,925454,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-24,57,668931,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-24,57,668931,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-20,51,159914,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-03-20,51,159914,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-01,55,520964,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-05-01,55,520964,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-17,54,613876,2,0,"Musical","1983"
"porgy-and-bess-4861",1983-04-17,54,613876,2,0,"Musical","1983"
"porgy-and-bess-490541",2012-06-10,69,582111,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-10,69,582111,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-22,57,546647,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-22,57,546647,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-24,57,529027,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-24,57,529027,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-01,48,462497,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-01,48,462497,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-15,60,550485,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-15,60,550485,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-03,61,514894,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-03,61,514894,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-29,63,583774,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-07-29,63,583774,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-08-05,57,532547,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-08-05,57,532547,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-03,61,514894,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-03,61,514894,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-10,69,582111,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-10,69,582111,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-17,75,655364,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-17,75,655364,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-09-16,83,794242,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-09-16,83,794242,9,2,"Musical","2012"
"porgy-and-bess-490541",2012-06-17,75,655364,9,2,"Musical","2012"
