production,date,capacity,gross
spamalot-384262,"Nov 5, 2006",82,811841.0
spamalot-384262,"Nov 12, 2006",94,948413.0
spamalot-384262,"Nov 19, 2006",88,871596.0
spamalot-384262,"Nov 26, 2006",100,1081866.0
spamalot-384262,"Dec 3, 2006",85,875199.0
spamalot-384262,"Dec 10, 2006",90,914673.0
spamalot-384262,"Dec 17, 2006",89,905434.0
spamalot-384262,"Dec 24, 2006",98,880554.0
spamalot-384262,"Dec 31, 2006",102,1285626.0
spamalot-384262,"Jan 7, 2007",100,938881.0
spamalot-384262,"Jan 14, 2007",98,934297.0
spamalot-384262,"Jan 21, 2007",91,790600.0
spamalot-384262,"Jan 28, 2007",91,778686.0
spamalot-384262,"Feb 4, 2007",93,754713.0
spamalot-384262,"Feb 11, 2007",89,778899.0
spamalot-384262,"Feb 18, 2007",94,911307.0
spamalot-384262,"Feb 25, 2007",96,867674.0
spamalot-384262,"Mar 4, 2007",78,693975.0
spamalot-384262,"Mar 11, 2007",91,794896.0
spamalot-384262,"Mar 18, 2007",91,836446.0
spamalot-384262,"Mar 25, 2007",100,892719.0
spamalot-384262,"Apr 1, 2007",100,908385.0
spamalot-384262,"Apr 8, 2007",100,984873.0
spamalot-384262,"Apr 15, 2007",97,906795.0
spamalot-384262,"Apr 22, 2007",88,784818.0
spamalot-384262,"Apr 29, 2007",86,779475.0
spamalot-384262,"May 6, 2007",77,675543.0
spamalot-384262,"May 13, 2007",79,685987.0
spamalot-384262,"May 20, 2007",87,776364.0
spamalot-384262,"May 27, 2007",90,794387.0
spamalot-384262,"Jun 5, 2005",101,926192.0
spamalot-384262,"Jun 12, 2005",102,960872.0
spamalot-384262,"Jun 19, 2005",102,951834.0
spamalot-384262,"Jun 26, 2005",102,968344.0
spamalot-384262,"Jul 3, 2005",102,989524.0
spamalot-384262,"Jul 10, 2005",102,1010064.0
spamalot-384262,"Jul 17, 2005",102,994241.0
spamalot-384262,"Jul 24, 2005",102,997746.0
spamalot-384262,"Jul 31, 2005",102,1001074.0
spamalot-384262,"Aug 7, 2005",102,1012947.0
spamalot-384262,"Aug 14, 2005",102,1021106.0
spamalot-384262,"Aug 21, 2005",102,1024876.0
spamalot-384262,"Aug 28, 2005",102,1022266.0
spamalot-384262,"Sep 4, 2005",102,1023080.0
spamalot-384262,"Sep 11, 2005",102,1058759.0
spamalot-384262,"Sep 18, 2005",102,1050709.0
spamalot-384262,"Sep 25, 2005",102,1032589.0
spamalot-384262,"Oct 2, 2005",102,1071021.0
spamalot-384262,"Oct 9, 2005",102,1084100.0
spamalot-384262,"Oct 16, 2005",102,1054345.0
spamalot-384262,"Oct 23, 2005",102,1066499.0
spamalot-384262,"Oct 30, 2005",102,1071632.0
spamalot-384262,"Nov 6, 2005",102,1074105.0
spamalot-384262,"Nov 13, 2005",102,1073396.0
spamalot-384262,"Nov 20, 2005",102,1064714.0
spamalot-384262,"Nov 27, 2005",102,1142071.0
spamalot-384262,"Dec 4, 2005",102,1057363.0
spamalot-384262,"Dec 11, 2005",102,1076220.0
spamalot-384262,"Dec 18, 2005",102,1087996.0
spamalot-384262,"Dec 25, 2005",102,977524.0
spamalot-384262,"Jan 1, 2006",102,1407586.0
spamalot-384262,"Jan 8, 2006",102,1077789.0
spamalot-384262,"Jan 15, 2006",101,1067516.0
spamalot-384262,"Jan 22, 2006",99,1013509.0
spamalot-384262,"Jan 29, 2006",96,995424.0
spamalot-384262,"Feb 5, 2006",92,941612.0
spamalot-384262,"Feb 12, 2006",92,932351.0
spamalot-384262,"Feb 19, 2006",96,987506.0
spamalot-384262,"Feb 26, 2006",101,1035343.0
spamalot-384262,"Mar 5, 2006",95,962309.0
spamalot-384262,"Mar 12, 2006",98,1004309.0
spamalot-384262,"Mar 19, 2006",101,1046832.0
spamalot-384262,"Mar 26, 2006",101,1051875.0
spamalot-384262,"Apr 2, 2006",102,1037147.0
spamalot-384262,"Apr 9, 2006",100,1037657.0
spamalot-384262,"Apr 16, 2006",102,1098617.0
spamalot-384262,"Apr 23, 2006",102,1054634.0
spamalot-384262,"Apr 30, 2006",97,977387.0
spamalot-384262,"May 7, 2006",95,960634.0
spamalot-384262,"May 14, 2006",96,975684.0
spamalot-384262,"May 21, 2006",99,996469.0
spamalot-384262,"May 28, 2006",99,996281.0
spamalot-384262,"Feb 20, 2005",94,719425.0
spamalot-384262,"Feb 27, 2005",99,847419.0
spamalot-384262,"Mar 6, 2005",91,753039.0
spamalot-384262,"Mar 13, 2005",98,817754.0
spamalot-384262,"Mar 20, 2005",84,690635.0
spamalot-384262,"Mar 27, 2005",98,866515.0
spamalot-384262,"Apr 3, 2005",101,898622.0
spamalot-384262,"Apr 10, 2005",101,891530.0
spamalot-384262,"Apr 17, 2005",101,886317.0
spamalot-384262,"Apr 24, 2005",101,905223.0
spamalot-384262,"May 1, 2005",100,873568.0
spamalot-384262,"May 8, 2005",100,876613.0
spamalot-384262,"May 15, 2005",98,849035.0
spamalot-384262,"May 22, 2005",100,876147.0
spamalot-384262,"May 29, 2005",100,895047.0
summer-1976-535224,"May 28, 2023",90,511945.0
summer-1976-535224,"Jun 4, 2023",76,402977.0
summer-1976-535224,"Jun 11, 2023",87,406111.0
summer-1976-535224,"Jun 18, 2023",89,446296.0
summer-1976-535224,"Apr 9, 2023",86,274971.0
summer-1976-535224,"Apr 16, 2023",88,362597.0
summer-1976-535224,"Apr 23, 2023",95,355365.0
summer-1976-535224,"Apr 30, 2023",92,374454.0
summer-1976-535224,"May 7, 2023",89,451360.0
summer-1976-535224,"May 14, 2023",91,474157.0
summer-1976-535224,"May 21, 2023",92,499389.0
the-shark-is-broken-537119,"Jul 30, 2023",92,207873.0
the-shark-is-broken-537119,"Aug 6, 2023",93,269501.0
the-shark-is-broken-537119,"Aug 13, 2023",93,254918.0
the-shark-is-broken-537119,"Aug 20, 2023",73,271789.0
the-shark-is-broken-537119,"Aug 27, 2023",80,277366.0
the-shark-is-broken-537119,"Sep 3, 2023",78,282126.0
the-shark-is-broken-537119,"Sep 10, 2023",75,276921.0
the-shark-is-broken-537119,"Sep 17, 2023",72,275011.0
the-shark-is-broken-537119,"Sep 24, 2023",65,225056.0
the-shark-is-broken-537119,"Oct 1, 2023",60,228507.0
the-shark-is-broken-537119,"Oct 8, 2023",58,254263.0
the-shark-is-broken-537119,"Oct 15, 2023",63,245225.0
the-shark-is-broken-537119,"Oct 22, 2023",61,241761.0
the-sign-in-sidney-brusteins-window-536893,"May 28, 2023",71,532853.0
the-sign-in-sidney-brusteins-window-536893,"Jun 4, 2023",68,481244.0
the-sign-in-sidney-brusteins-window-536893,"Jun 11, 2023",70,508524.0
the-sign-in-sidney-brusteins-window-536893,"Jun 18, 2023",61,489427.0
the-sign-in-sidney-brusteins-window-536893,"Jun 25, 2023",75,633207.0
the-sign-in-sidney-brusteins-window-536893,"Jul 2, 2023",82,729160.0
the-sign-in-sidney-brusteins-window-536893,"Apr 30, 2023",87,512441.0
the-sign-in-sidney-brusteins-window-536893,"May 7, 2023",79,411323.0
the-sign-in-sidney-brusteins-window-536893,"May 14, 2023",70,477889.0
the-sign-in-sidney-brusteins-window-536893,"May 21, 2023",74,521820.0
the-thanksgiving-play-536114,"May 28, 2023",71,267588.0
the-thanksgiving-play-536114,"Jun 4, 2023",69,265274.0
the-thanksgiving-play-536114,"Jun 11, 2023",79,264246.0
the-thanksgiving-play-536114,"Mar 26, 2023",90,87401.0
the-thanksgiving-play-536114,"Apr 2, 2023",80,190756.0
the-thanksgiving-play-536114,"Apr 9, 2023",74,159187.0
the-thanksgiving-play-536114,"Apr 16, 2023",82,167207.0
the-thanksgiving-play-536114,"Apr 23, 2023",85,205807.0
the-thanksgiving-play-536114,"Apr 30, 2023",79,219607.0
the-thanksgiving-play-536114,"May 7, 2023",64,199151.0
the-thanksgiving-play-536114,"May 14, 2023",63,211781.0
the-thanksgiving-play-536114,"May 21, 2023",68,243035.0
1776-4754,"Jun 7, 1998",60,284019.0
1776-4754,"Jun 14, 1998",89,438896.0
1776-4754,"Jul 20, 1997",98,150045.0
1776-4754,"Jul 27, 1997",100,174787.0
1776-4754,"Aug 3, 1997",100,171818.0
1776-4754,"Aug 10, 1997",98,162952.0
1776-4754,"Aug 17, 1997",87,150195.0
1776-4754,"Aug 24, 1997",99,169771.0
1776-4754,"Aug 31, 1997",100,188482.0
1776-4754,"Sep 7, 1997",99,169175.0
1776-4754,"Sep 14, 1997",100,170616.0
1776-4754,"Sep 21, 1997",98,164297.0
1776-4754,"Sep 28, 1997",97,181907.0
1776-4754,"Oct 5, 1997",95,190666.0
1776-4754,"Oct 12, 1997",99,190793.0
1776-4754,"Oct 19, 1997",98,186468.0
1776-4754,"Oct 26, 1997",97,201666.0
1776-4754,"Nov 2, 1997",98,213452.0
1776-4754,"Nov 9, 1997",98,216314.0
1776-4754,"Nov 16, 1997",99,215808.0
1776-4754,"Dec 7, 1997",75,363216.0
1776-4754,"Dec 14, 1997",78,362391.0
1776-4754,"Dec 21, 1997",84,381399.0
1776-4754,"Dec 28, 1997",75,587629.0
1776-4754,"Jan 4, 1998",72,537899.0
1776-4754,"Jan 11, 1998",73,366108.0
1776-4754,"Jan 18, 1998",88,421761.0
1776-4754,"Jan 25, 1998",68,350242.0
1776-4754,"Feb 1, 1998",71,375979.0
1776-4754,"Feb 8, 1998",53,282785.0
1776-4754,"Feb 15, 1998",79,492734.0
1776-4754,"Feb 22, 1998",67,415343.0
1776-4754,"Mar 1, 1998",62,346793.0
1776-4754,"Mar 8, 1998",61,361043.0
1776-4754,"Mar 15, 1998",67,377388.0
1776-4754,"Mar 22, 1998",69,416406.0
1776-4754,"Mar 29, 1998",66,391505.0
1776-4754,"Apr 5, 1998",57,308216.0
1776-4754,"Apr 12, 1998",54,305656.0
1776-4754,"Apr 19, 1998",71,427784.0
1776-4754,"Apr 26, 1998",62,352927.0
1776-4754,"May 3, 1998",58,341207.0
1776-4754,"May 10, 1998",50,272014.0
1776-4754,"May 17, 1998",57,287177.0
1776-4754,"May 24, 1998",61,314051.0
1776-4754,"May 31, 1998",54,236009.0
1776-534848,"Sep 18, 2022",91,182231.0
1776-534848,"Sep 25, 2022",84,342777.0
1776-534848,"Oct 2, 2022",85,349151.0
1776-534848,"Oct 9, 2022",89,344466.0
1776-534848,"Oct 16, 2022",77,339883.0
1776-534848,"Oct 23, 2022",77,355583.0
1776-534848,"Oct 30, 2022",72,270867.0
1776-534848,"Nov 6, 2022",71,265729.0
1776-534848,"Nov 13, 2022",73,293653.0
1776-534848,"Nov 20, 2022",66,268847.0
1776-534848,"Nov 27, 2022",67,269865.0
1776-534848,"Dec 4, 2022",55,226467.0
1776-534848,"Dec 11, 2022",68,261523.0
1776-534848,"Dec 18, 2022",71,212110.0
1776-534848,"Dec 25, 2022",61,130242.0
1776-534848,"Jan 1, 2023",96,326223.0
1776-534848,"Jan 8, 2023",90,361426.0
a-beautiful-noise-the-neil-diamond-musical-534723,"May 28, 2023",76,876940.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jun 4, 2023",68,875807.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jun 11, 2023",75,930736.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jun 18, 2023",70,839923.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jun 25, 2023",69,888144.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jul 2, 2023",67,734307.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jul 9, 2023",56,623098.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jul 16, 2023",62,757098.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jul 23, 2023",59,721445.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jul 30, 2023",55,657081.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Aug 6, 2023",62,701652.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Aug 13, 2023",53,655928.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Aug 20, 2023",58,721527.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Aug 27, 2023",60,734319.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Sep 3, 2023",69,892485.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Sep 10, 2023",81,1008021.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Sep 17, 2023",84,985165.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Sep 24, 2023",68,891388.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Oct 1, 2023",68,913664.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Oct 8, 2023",74,965587.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Oct 15, 2023",80,1088890.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Oct 22, 2023",79,1066526.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Nov 6, 2022",88,845074.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Nov 13, 2022",90,1136471.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Nov 20, 2022",84,1198403.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Nov 27, 2022",66,980405.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Dec 4, 2022",91,1011961.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Dec 11, 2022",95,1447503.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Dec 18, 2022",91,1372099.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Dec 25, 2022",66,788207.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jan 1, 2023",84,1425882.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jan 8, 2023",77,1071061.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jan 15, 2023",83,1184613.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jan 22, 2023",87,1140975.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Jan 29, 2023",90,1119383.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Feb 5, 2023",88,1019210.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Feb 12, 2023",89,1011645.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Feb 19, 2023",82,1027633.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Feb 26, 2023",72,883733.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Mar 5, 2023",62,801215.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Mar 12, 2023",67,843922.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Mar 19, 2023",73,842335.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Mar 26, 2023",76,962467.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Apr 2, 2023",71,884498.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Apr 9, 2023",67,781921.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Apr 16, 2023",76,957018.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Apr 23, 2023",77,1036422.0
a-beautiful-noise-the-neil-diamond-musical-534723,"Apr 30, 2023",75,1004233.0
a-beautiful-noise-the-neil-diamond-musical-534723,"May 7, 2023",75,969330.0
a-beautiful-noise-the-neil-diamond-musical-534723,"May 14, 2023",79,1009263.0
a-beautiful-noise-the-neil-diamond-musical-534723,"May 21, 2023",83,1089838.0
a-strange-loop-533382,"May 29, 2022",93,720553.0
a-strange-loop-533382,"Jun 5, 2022",89,685772.0
a-strange-loop-533382,"Jun 12, 2022",98,676316.0
a-strange-loop-533382,"Jun 19, 2022",100,845313.0
a-strange-loop-533382,"Jun 26, 2022",100,860496.0
a-strange-loop-533382,"Jul 3, 2022",99,854407.0
a-strange-loop-533382,"Jul 10, 2022",89,780492.0
a-strange-loop-533382,"Jul 17, 2022",91,804264.0
a-strange-loop-533382,"Jul 24, 2022",89,748235.0
a-strange-loop-533382,"Jul 31, 2022",90,743289.0
a-strange-loop-533382,"Aug 7, 2022",82,645832.0
a-strange-loop-533382,"Aug 14, 2022",86,655888.0
a-strange-loop-533382,"Aug 21, 2022",89,632057.0
a-strange-loop-533382,"Aug 28, 2022",81,578170.0
a-strange-loop-533382,"Sep 4, 2022",89,573891.0
a-strange-loop-533382,"Sep 11, 2022",88,605093.0
a-strange-loop-533382,"Sep 18, 2022",93,646423.0
a-strange-loop-533382,"Sep 25, 2022",94,644710.0
a-strange-loop-533382,"Oct 2, 2022",79,579354.0
a-strange-loop-533382,"Oct 9, 2022",89,641726.0
a-strange-loop-533382,"Oct 16, 2022",85,656750.0
a-strange-loop-533382,"Oct 23, 2022",85,640029.0
a-strange-loop-533382,"Oct 30, 2022",79,514676.0
a-strange-loop-533382,"Nov 6, 2022",77,530302.0
a-strange-loop-533382,"Nov 13, 2022",85,514415.0
a-strange-loop-533382,"Nov 20, 2022",74,491826.0
a-strange-loop-533382,"Nov 27, 2022",69,518857.0
a-strange-loop-533382,"Dec 4, 2022",73,516335.0
a-strange-loop-533382,"Dec 11, 2022",78,508238.0
a-strange-loop-533382,"Dec 18, 2022",75,520942.0
a-strange-loop-533382,"Dec 25, 2022",69,283086.0
a-strange-loop-533382,"Jan 1, 2023",95,731420.0
a-strange-loop-533382,"Jan 8, 2023",96,494106.0
a-strange-loop-533382,"Jan 15, 2023",99,955591.0
a-strange-loop-533382,"Apr 17, 2022",75,202403.0
a-strange-loop-533382,"Apr 24, 2022",80,385960.0
a-strange-loop-533382,"May 1, 2022",76,415276.0
a-strange-loop-533382,"May 8, 2022",67,476797.0
a-strange-loop-533382,"May 15, 2022",89,690668.0
a-strange-loop-533382,"May 22, 2022",90,703728.0
aint-no-mo-535033,"Nov 13, 2022",64,87354.0
aint-no-mo-535033,"Nov 20, 2022",61,103391.0
aint-no-mo-535033,"Nov 27, 2022",57,125702.0
aint-no-mo-535033,"Dec 4, 2022",69,120901.0
aint-no-mo-535033,"Dec 11, 2022",47,164592.0
aint-no-mo-535033,"Dec 18, 2022",93,499303.0
aint-no-mo-535033,"Dec 25, 2022",98,765342.0
almost-famous-534816,"Oct 9, 2022",90,695642.0
almost-famous-534816,"Oct 16, 2022",94,606780.0
almost-famous-534816,"Oct 23, 2022",90,595034.0
almost-famous-534816,"Oct 30, 2022",77,575345.0
almost-famous-534816,"Nov 6, 2022",81,641886.0
almost-famous-534816,"Nov 13, 2022",83,815750.0
almost-famous-534816,"Nov 20, 2022",66,664426.0
almost-famous-534816,"Nov 27, 2022",72,801291.0
almost-famous-534816,"Dec 4, 2022",72,734567.0
almost-famous-534816,"Dec 11, 2022",74,765060.0
almost-famous-534816,"Dec 18, 2022",68,703714.0
almost-famous-534816,"Dec 25, 2022",69,651161.0
almost-famous-534816,"Jan 1, 2023",97,1055042.0
almost-famous-534816,"Jan 8, 2023",91,886112.0
american-buffalo-4235,"Oct 23, 1983",79,45208.0
american-buffalo-4235,"Oct 30, 1983",99,95327.0
american-buffalo-4235,"Nov 6, 1983",71,114941.0
american-buffalo-4235,"Nov 13, 1983",83,131652.0
american-buffalo-4235,"Nov 20, 1983",89,117682.0
american-buffalo-4235,"Nov 27, 1983",102,128244.0
american-buffalo-4235,"Dec 4, 1983",86,121603.0
american-buffalo-4235,"Dec 11, 1983",90,127419.0
american-buffalo-4235,"Dec 18, 1983",84,111809.0
american-buffalo-4235,"Dec 25, 1983",73,53174.0
american-buffalo-4235,"Jan 1, 1984",100,132053.0
american-buffalo-4235,"Jan 8, 1984",96,104362.0
american-buffalo-4235,"Jan 15, 1984",100,110541.0
american-buffalo-4235,"Jan 22, 1984",85,83594.0
american-buffalo-4235,"Jan 29, 1984",88,89671.0
american-buffalo-4235,"Feb 5, 1984",99,109552.0
american-buffalo-480742,"Nov 2, 2008",58,124431.0
american-buffalo-480742,"Nov 9, 2008",51,205474.0
american-buffalo-480742,"Nov 16, 2008",52,207203.0
american-buffalo-480742,"Nov 23, 2008",48,202442.0
american-buffalo-525177,"May 29, 2022",81,496203.0
american-buffalo-525177,"Jun 5, 2022",73,433549.0
american-buffalo-525177,"Jun 12, 2022",75,460042.0
american-buffalo-525177,"Jun 19, 2022",75,468821.0
american-buffalo-525177,"Jun 26, 2022",73,442646.0
american-buffalo-525177,"Jul 3, 2022",79,424384.0
american-buffalo-525177,"Jul 10, 2022",87,556976.0
american-buffalo-525177,"Mar 27, 2022",93,683547.0
american-buffalo-525177,"Apr 3, 2022",86,592422.0
american-buffalo-525177,"Apr 10, 2022",88,587527.0
american-buffalo-525177,"Apr 17, 2022",95,543714.0
american-buffalo-525177,"Apr 24, 2022",88,596826.0
american-buffalo-525177,"May 1, 2022",77,528846.0
american-buffalo-525177,"May 8, 2022",78,514502.0
american-buffalo-525177,"May 15, 2022",81,536164.0
american-buffalo-525177,"May 22, 2022",80,555265.0
beetlejuice-519779,"Jun 2, 2019",80,749093.0
beetlejuice-519779,"Jun 9, 2019",82,821713.0
beetlejuice-519779,"Jun 16, 2019",87,923837.0
beetlejuice-519779,"Jun 23, 2019",88,981335.0
beetlejuice-519779,"Jun 30, 2019",88,976547.0
beetlejuice-519779,"Jul 7, 2019",93,967707.0
beetlejuice-519779,"Jul 14, 2019",92,993855.0
beetlejuice-519779,"Jul 21, 2019",94,1036333.0
beetlejuice-519779,"Jul 28, 2019",95,1048493.0
beetlejuice-519779,"Aug 4, 2019",94,1058005.0
beetlejuice-519779,"Aug 11, 2019",94,1023008.0
beetlejuice-519779,"Aug 18, 2019",93,965907.0
beetlejuice-519779,"Aug 25, 2019",90,939044.0
beetlejuice-519779,"Sep 1, 2019",92,1001783.0
beetlejuice-519779,"Sep 8, 2019",81,834375.0
beetlejuice-519779,"Sep 15, 2019",90,889158.0
beetlejuice-519779,"Sep 22, 2019",88,856466.0
beetlejuice-519779,"Sep 29, 2019",84,899377.0
beetlejuice-519779,"Oct 6, 2019",87,925658.0
beetlejuice-519779,"Oct 13, 2019",101,1249045.0
beetlejuice-519779,"Oct 20, 2019",98,1104332.0
beetlejuice-519779,"Oct 27, 2019",94,1079679.0
beetlejuice-519779,"Nov 3, 2019",96,1075707.0
beetlejuice-519779,"Nov 10, 2019",97,1212735.0
beetlejuice-519779,"Nov 17, 2019",84,965164.0
beetlejuice-519779,"Nov 24, 2019",82,965560.0
beetlejuice-519779,"Dec 1, 2019",101,1589839.0
beetlejuice-519779,"Dec 8, 2019",91,1076500.0
beetlejuice-519779,"Dec 15, 2019",98,1182899.0
beetlejuice-519779,"Dec 22, 2019",98,1417445.0
beetlejuice-519779,"Dec 29, 2019",102,2175859.0
beetlejuice-519779,"Jan 5, 2020",102,1435799.0
beetlejuice-519779,"Jan 12, 2020",101,1243994.0
beetlejuice-519779,"Jan 19, 2020",98,1357341.0
beetlejuice-519779,"Jan 26, 2020",100,1145688.0
beetlejuice-519779,"Feb 2, 2020",96,1053960.0
beetlejuice-519779,"Feb 9, 2020",96,1044068.0
beetlejuice-519779,"Feb 16, 2020",96,1337689.0
beetlejuice-519779,"Feb 23, 2020",102,1319654.0
beetlejuice-519779,"Mar 1, 2020",95,1077912.0
beetlejuice-519779,"Mar 8, 2020",90,1023780.0
beetlejuice-519779,"Mar 31, 2019",100,332008.0
beetlejuice-519779,"Apr 7, 2019",95,765711.0
beetlejuice-519779,"Apr 14, 2019",91,686456.0
beetlejuice-519779,"Apr 21, 2019",99,797929.0
beetlejuice-519779,"Apr 28, 2019",100,834395.0
beetlejuice-519779,"May 5, 2019",84,818904.0
beetlejuice-519779,"May 12, 2019",80,856787.0
beetlejuice-519779,"May 19, 2019",82,838049.0
beetlejuice-519779,"May 26, 2019",86,833073.0
beetlejuice-532410,"May 29, 2022",72,1067929.0
beetlejuice-532410,"Jun 5, 2022",69,1019502.0
beetlejuice-532410,"Jun 12, 2022",77,1160588.0
beetlejuice-532410,"Jun 19, 2022",80,1197587.0
beetlejuice-532410,"Jun 26, 2022",81,1231852.0
beetlejuice-532410,"Jul 3, 2022",73,1074541.0
beetlejuice-532410,"Jul 10, 2022",71,1056463.0
beetlejuice-532410,"Jul 17, 2022",74,1115467.0
beetlejuice-532410,"Jul 24, 2022",75,1001210.0
beetlejuice-532410,"Jul 31, 2022",77,1125301.0
beetlejuice-532410,"Aug 7, 2022",73,1092503.0
beetlejuice-532410,"Aug 14, 2022",65,929211.0
beetlejuice-532410,"Aug 21, 2022",67,924601.0
beetlejuice-532410,"Aug 28, 2022",60,762166.0
beetlejuice-532410,"Sep 4, 2022",71,930550.0
beetlejuice-532410,"Sep 11, 2022",78,875626.0
beetlejuice-532410,"Sep 18, 2022",83,930798.0
beetlejuice-532410,"Sep 25, 2022",91,1063970.0
beetlejuice-532410,"Oct 2, 2022",61,797880.0
beetlejuice-532410,"Oct 9, 2022",82,1283974.0
beetlejuice-532410,"Oct 16, 2022",78,1092675.0
beetlejuice-532410,"Oct 23, 2022",83,1165763.0
beetlejuice-532410,"Oct 30, 2022",72,1028980.0
beetlejuice-532410,"Nov 6, 2022",75,1044376.0
beetlejuice-532410,"Nov 13, 2022",82,1200873.0
beetlejuice-532410,"Nov 20, 2022",70,1053973.0
beetlejuice-532410,"Nov 27, 2022",84,1458060.0
beetlejuice-532410,"Dec 4, 2022",79,1123022.0
beetlejuice-532410,"Dec 11, 2022",86,1301397.0
beetlejuice-532410,"Dec 18, 2022",91,1449958.0
beetlejuice-532410,"Dec 25, 2022",96,1394443.0
beetlejuice-532410,"Jan 1, 2023",101,2462831.0
beetlejuice-532410,"Jan 8, 2023",101,2146200.0
beetlejuice-532410,"Apr 10, 2022",100,395704.0
beetlejuice-532410,"Apr 17, 2022",96,1457718.0
